episode_index,episode_seed,arm,source_mask_l1,source_mask_l2,measurement_row_count,active_scalar_measurement_count,action_count,terminal_joint_success,tail80_joint_success,dwell15_joint_success,tail50_joint_occupancy,terminal_localization_error_m,terminal_formation_error_m,ever_locked,first_track_action_time_s,first_track_analysis_time_s,unsafe_transition_count,unsafe_track_start_count,unsafe_track_end_count,audit_release_violation_count,false_confidence_action_count,maximum_localization_error_m,maximum_track_localization_error_m,mean_squared_action,maximum_combined_decision_runtime_s,planner_kind,planner_decision_count,maximum_saved_hypothesis_count,policy_seed,policy_index_stream_sha256,noise_tape_sha256,noise_cursor_json,mission_support_json
2,48802,random_feasible,True,True,440,880,220,False,False,False,0.0,0.7051058415815653,50.98096856574245,True,243.99999999999042,243.99999999999042,0,0,0,0,0,6.401856779466032,1.7169243754774666,0.965663432747939,1.0698872919892892,uniform_random_feasible,107,0,14401301512833388321,bd40fd1b67d72fdcaecacbdde18579146fd2edf5786bc6a30594fba424900f02,09f16a9c7751cc13ea3e14cd8ec25064f5af57e5cd8b8aad32a79ca33f0d36a2,"{""measurement_index"":440,""substep_index"":4400}","{""center_m"":[0.0,0.0,-45.2072231716881],""radius_max_m"":350.0,""radius_min_m"":120.0,""source"":""shared_reset_time_leader_centroid_and_frozen_mission_radii""}"
3,48803,full_active,True,True,440,880,220,True,True,True,1.0,0.9110748461659196,1.056276150155839,True,93.99999999999893,93.99999999999893,0,0,0,0,0,5.042084446406196,0.9992005359057814,0.24957761914836749,1.125293083008728,belief_conditioned,32,8,,,017b74541b48ab4ea176127c916a8f71c131e4be01705ebddba6e04229f38eba,"{""measurement_index"":440,""substep_index"":4400}","{""center_m"":[0.0,0.0,-59.49843586354523],""radius_max_m"":350.0,""radius_min_m"":120.0,""source"":""shared_reset_time_leader_centroid_and_frozen_mission_radii""}"
3,48803,no_pair_term,True,True,440,880,220,True,True,True,1.0,0.8258725656018874,0.7815498720482733,True,93.99999999999893,93.99999999999893,0,0,0,0,0,5.042084446406196,1.2779113255362178,0.2212177814396543,1.149305083003128,belief_conditioned,32,8,,,017b74541b48ab4ea176127c916a8f71c131e4be01705ebddba6e04229f38eba,"{""measurement_index"":440,""substep_index"":4400}","{""center_m"":[0.0,0.0,-59.49843586354523],""radius_max_m"":350.0,""radius_min_m"":120.0,""source"":""shared_reset_time_leader_centroid_and_frozen_mission_radii""}"
3,48803,best_hypothesis_only,True,True,440,880,220,True,True,True,1.0,0.7450730093174978,0.7048917714815941,True,93.99999999999893,93.99999999999893,0,0,0,0,0,5.042084446406196,1.0719812662126391,0.2460699074657858,0.987020874992595,belief_conditioned,32,1,,,017b74541b48ab4ea176127c916a8f71c131e4be01705ebddba6e04229f38eba,"{""measurement_index"":440,""substep_index"":4400}","{""center_m"":[0.0,0.0,-59.49843586354523],""radius_max_m"":350.0,""radius_min_m"":120.0,""source"":""shared_reset_time_leader_centroid_and_frozen_mission_radii""}"
3,48803,random_feasible,True,True,440,880,220,True,True,True,1.0,1.4647696239074472,1.5418360548554748,True,93.99999999999893,93.99999999999893,0,0,0,0,0,5.082362007652129,1.7827358509802032,0.3276950685087533,1.1638720409973757,uniform_random_feasible,32,0,14401520891516611609,79da734e0fb1a8bd836377790829bbe806060ad9bd330b2969232fdf9c3a060a,017b74541b48ab4ea176127c916a8f71c131e4be01705ebddba6e04229f38eba,"{""measurement_index"":440,""substep_index"":4400}","{""center_m"":[0.0,0.0,-59.49843586354523],""radius_max_m"":350.0,""radius_min_m"":120.0,""source"":""shared_reset_time_leader_centroid_and_frozen_mission_radii""}"
4,48804,full_active,True,True,440,880,220,True,True,True,1.0,1.1860956625410675,1.217162190419092,True,123.99999999999723,123.99999999999723,0,0,0,0,0,10.29031969955463,1.1922904327052224,0.30550152529475577,1.077176499995403,belief_conditioned,47,8,,,21d458c0ab1de6ddccc4dce84938d8997726986c595971155c7723037a2057e4,"{""measurement_index"":440,""substep_index"":4400}","{""center_m"":[0.0,0.0,-52.088918179886775],""radius_max_m"":350.0,""radius_min_m"":120.0,""source"":""shared_reset_time_leader_centroid_and_frozen_mission_radii""}"
4,48804,no_pair_term,True,True,440,880,220,True,True,True,0.82,0.7858285806959996,0.9430509815101755,True,123.99999999999723,123.99999999999723,0,0,0,0,0,10.29031969955463,0.8065443264266926,0.32013653861254465,1.0639578749978682,belief_conditioned,47,8,,,21d458c0ab1de6ddccc4dce84938d8997726986c595971155c7723037a2057e4,"{""measurement_index"":440,""substep_index"":4400}","{""center_m"":[0.0,0.0,-52.088918179886775],""radius_max_m"":350.0,""radius_min_m"":120.0,""source"":""shared_reset_time_leader_centroid_and_frozen_mission_radii""}"
4,48804,best_hypothesis_only,True,True,440,880,220,True,True,True,1.0,0.9954336075914182,0.9929926388266883,True,93.99999999999893,93.99999999999893,0,0,0,0,0,10.29031969955463,1.002019802576367,0.32688470049900553,0.5986084159958409,belief_conditioned,32,1,,,21d458c0ab1de6ddccc4dce84938d8997726986c595971155c7723037a2057e4,"{""measurement_index"":440,""substep_index"":4400}","{""center_m"":[0.0,0.0,-52.088918179886775],""radius_max_m"":350.0,""radius_min_m"":120.0,""source"":""shared_reset_time_leader_centroid_and_frozen_mission_radii""}"
4,48804,random_feasible,True,True,440,880,220,True,False,True,0.6,1.6801281531488643,1.9585183169822928,True,183.99999999999383,183.99999999999383,0,0,0,0,0,11.513264769509815,2.2543402461950195,0.7450849205311479,0.5899068750004517,uniform_random_feasible,77,0,12933632395290675966,6fbd3619d362e9203c82ce85860866d301f74c0a6deda1679de3560ca10c263a,21d458c0ab1de6ddccc4dce84938d8997726986c595971155c7723037a2057e4,"{""measurement_index"":440,""substep_index"":4400}","{""center_m"":[0.0,0.0,-52.088918179886775],""radius_max_m"":350.0,""radius_min_m"":120.0,""source"":""shared_reset_time_leader_centroid_and_frozen_mission_radii""}"
5,48805,full_active,True,True,440,880,220,True,True,True,1.0,0.3528755211555981,0.39747167142392514,True,183.99999999999383,183.99999999999383,0,0,0,0,0,11.962936604717816,0.3528755211555981,0.4459493626271951,0.7095196669979487,belief_conditioned,77,8,,,fdfecc2a3e4a8a50b5e30857bba6f8166f8c3e22e9447f93d88770c467dbd5db,"{""measurement_index"":440,""substep_index"":4400}","{""center_m"":[0.0,0.0,-45.80935324666546],""radius_max_m"":350.0,""radius_min_m"":120.0,""source"":""shared_reset_time_leader_centroid_and_frozen_mission_radii""}"
