source_campaign,method_id,method_label,episode_index,episode_seed,checkpoint_s,endpoint_position_error_m,initial_position_error_m,success_le_7m,success_lt_7m,nominal_radius95_m,nominal_radius95_covers,residual_rmse_mps,reported_runtime_s,reported_runtime_definition,checkpoint_update_runtime_s,online_inputs_sha256,truth_labels_sha256,unscored_sha256,contract_sha256,source_result_sha256
experiments_v27_publication_baselines_dev100,global_window60,"Truncated-history least squares, last 60 s",90,45090,60,2.4700740107594097,2.416024508809588,true,true,7.32440514218186,true,0.03379372190329161,0.0480764580424875,single causal-prefix estimator evaluation,,766a4d2b0dfd2477d5de06c8740344bb4f57e21e82d1808f74301f4daf97b750,cb172087be24c64b168b77432c78ab3bcfc4c66832bb0e5b24d47f4548323d09,77c2b3ffcde9e57e5b9f5782407648ef2e4d6491a979904f5e5d22572bcb4a26,06a4b969dd591004a91d81b5bab3e8b49a282283a3912ff10bad7998f63784cd,4d3e646661f2d62280ba1e378d2d81b46c4e373de1333490050f309d2e5470c4
experiments_v27_publication_baselines_dev100,global_window60,"Truncated-history least squares, last 60 s",91,45091,60,0.7822504058438745,0.8250582100480666,true,true,3.786633238525831,true,0.0308304385436023,0.0638209159951657,single causal-prefix estimator evaluation,,64c4c8dcd265aee2f1bc19d668e54fb21fe3fdfa32b8f35d688114204b15a41b,621d915a59106956fcd14322c2cd0aaffb82856fa4b5daab7e93d59cb7d4ffee,c31117bcd12d10970569beda96dbd625efe7db1faf21d414ea7a389875d900c1,06a4b969dd591004a91d81b5bab3e8b49a282283a3912ff10bad7998f63784cd,4d83fc1c403b7b44b19f44732df83f9b702bbf00abef0bd4d8bdb332f15e7526
experiments_v27_publication_baselines_dev100,global_window60,"Truncated-history least squares, last 60 s",92,45092,60,1.2920107882877105,1.3082736688342886,true,true,,,0.030575975834589403,0.12305512500461191,single causal-prefix estimator evaluation,,dcb532ba4844d878d74f1816de635f9dcfef3744d7b6bd0d21efe255ea018a9a,ea7f4b4b927a71e137e488e8828093358b52d60653ce6fbbf590ebc81e21dcbf,676654f7784219829646b98aeaf6fbc201c8b3c00c8d1b7d50a489268f3ff40f,06a4b969dd591004a91d81b5bab3e8b49a282283a3912ff10bad7998f63784cd,bea9975bcf11a14d0dec0578db96c0800c0a8c9885bc26ff31d8315079632bb6
experiments_v27_publication_baselines_dev100,global_window60,"Truncated-history least squares, last 60 s",93,45093,60,1.116771132390442,1.1250112253543136,true,true,3.3895813695439503,true,0.03498989744253511,0.04903420805931091,single causal-prefix estimator evaluation,,80022fcab46ce05b174eb0a4219d12d391accf16b88c813def74f66b4cbe7809,39d0efa5f054524f5cad210b6334d8727b0b2635676e12d3043fb2521a3704e5,8d3206d4a36ec034214b5388c22e9d77f3e58b97a5abfb04e83c05165a1466a4,06a4b969dd591004a91d81b5bab3e8b49a282283a3912ff10bad7998f63784cd,e47551bc58ccf2014bb8fec6fa6ce1ba121b6b55dd604d1db40cd4df5a95b37f
experiments_v27_publication_baselines_dev100,global_window60,"Truncated-history least squares, last 60 s",94,45094,60,1.4213394091099971,1.4054759060050102,true,true,6.244161072726323,true,0.028525877789223723,0.047534417011775076,single causal-prefix estimator evaluation,,dba3d14e6039cd8367b233d0722d546d8280b29dc26417c718b6b82c18883c13,1c1194de46bfed8277c6309c479f332e59009fda7463ce26ce08712aa6f647f2,c084e47079866b45a1df7222065cab8db0ececee6fdcdded91083d45dce218a0,06a4b969dd591004a91d81b5bab3e8b49a282283a3912ff10bad7998f63784cd,531a8381434b7c2c5f7abe891df14479caedb580c5f4ef7a4b52b483b04d2971
experiments_v27_publication_baselines_dev100,global_window60,"Truncated-history least squares, last 60 s",95,45095,60,0.6094822601392771,0.6468965367426485,true,true,2.188703571621927,true,0.028200828159746536,0.054228166001848876,single causal-prefix estimator evaluation,,5a11100713ee9d418f02535454ef05f4f44958afca89ac8f832eb5ba8077f863,70862895ad71086574bf650e1be7b0c28a7e026b6e8a7253620b1284bdba6256,6fc9f61663108d2f4c1d3c92a77c2b1d356ad3747f97201038445a92124e08f9,06a4b969dd591004a91d81b5bab3e8b49a282283a3912ff10bad7998f63784cd,ae05de420efd97ff3d44b1200f1308184561fb1be5e077a110a13d62c040b420
experiments_v27_publication_baselines_dev100,global_window60,"Truncated-history least squares, last 60 s",96,45096,60,1.256452520734201,1.2567206056505742,true,true,7.027011896906992,true,0.02780537981906843,0.05178045795764774,single causal-prefix estimator evaluation,,26bd252655b294b7065d7a915cbfde36057f4323639199c7acfd09f6f29888d2,4127facdfd9c3d10d82d3785d8286592767d7bdc51717ecac044e6560f2139e6,97a04d2c17c22522e7f243893554949ba654ad5a8af99123f8af45f0dcb05e71,06a4b969dd591004a91d81b5bab3e8b49a282283a3912ff10bad7998f63784cd,c99955892489086bda85f02ca8870f478c510ac77794c70a787e07e5b90e7c77
experiments_v27_publication_baselines_dev100,global_window60,"Truncated-history least squares, last 60 s",97,45097,60,2.071165192746787,1.9762793841116009,true,true,,,0.027350250989415775,0.1300137919606641,single causal-prefix estimator evaluation,,f942c95e5569718e4b96a32bad10a88036cc09b4318260f3014ab0e45abbf6a0,1f04a50eea547b5d43a11299116f4be928f191d0566515c759c708648f23ed6b,90db53b2e034c977d9f069298c6fcf3624f0b548d01271d817e2bd99a3e4e10e,06a4b969dd591004a91d81b5bab3e8b49a282283a3912ff10bad7998f63784cd,f665fed7a021e0a83cbc9f79b5a9a77aa891c710c122076e2255fff1e166a981
experiments_v27_publication_baselines_dev100,global_window60,"Truncated-history least squares, last 60 s",98,45098,60,3.801853852019566,3.907951582612088,true,true,8.534560668567476,true,0.02935678690172636,0.04776108299847692,single causal-prefix estimator evaluation,,eea054689f3a234e6a67d318836f306bd049624639d77f39772ce920377dee33,5d65d46b2965d4e92d78675c69750196df3c0450ed48c97eeeeedae56bc5b17d,ebd1baf4b30e4d8d375ea55d586233edbc27adeb3e21acf6cc5d712937c48adf,06a4b969dd591004a91d81b5bab3e8b49a282283a3912ff10bad7998f63784cd,df81861e5ba4a50a553db33a633d87b646e60e5a293f58c328f2c7b518db2ed3
experiments_v27_publication_baselines_dev100,global_window60,"Truncated-history least squares, last 60 s",99,45099,60,1.4124361718252012,1.4387588945579943,true,true,12.73460748060904,true,0.027946789721974938,0.05399624991696328,single causal-prefix estimator evaluation,,7c5e560bc2704e1cde6f3295acc4aec8a02f140ba41f2cda989a006b5ba769c8,049f4677afe634de0d69d020ec7920f8bfebe04264068d8315bb159ca5c73762,bafef429d90644223768e4d47c409ce5c88e13589c6b0206a4a1d15c60c1d39f,06a4b969dd591004a91d81b5bab3e8b49a282283a3912ff10bad7998f63784cd,7c0c831ae26095bad9d7c161acb2a7fb9308bfc125624cfbf53b6cd5f1b4476d
