episode_index,episode_seed,source_name,policy_name,arm,source_mask_l1,source_mask_l2,active_source_count,measurement_row_count,active_scalar_measurement_count,terminal_joint_success,tail80_joint_success,dwell15_joint_success,tail50_joint_occupancy,terminal_localization_error_m,terminal_formation_error_m,checkpoint_60s_localization_error_m,checkpoint_60s_localization_below_7m,checkpoint_60s_phase_track,checkpoint_60s_gate_locked_after_update,ever_locked,first_track_action_time_s,unsafe_transition_count,unsafe_track_start_count,unsafe_track_end_count,audit_release_violation_count,false_confidence_action_count,maximum_localization_error_m,maximum_track_localization_error_m,mean_squared_action,maximum_combined_decision_runtime_s,planner_decision_count,noise_tape_sha256,masked_history_sha256
6,48606,both_leaders,belief_active,both_leaders__belief_active,True,True,2,440,880,True,True,True,1.0,0.5839945155668477,0.45174940305045036,1.4946348307603914,True,False,False,True,93.99999999999893,0,0,0,0,0,4.053506138193317,0.6812458501134153,0.43377937580209364,0.5605290830135345,32,396790828256e3958313475c1616fc0957b737614282ceb7df096a5e80e9fb3c,d3342bf9b2618a0ae2046107b12cc77bb720234fe30104ac32126a6e3635ae0c
7,48607,leader1_only,fixed_s_turn,leader1_only__fixed_s_turn,True,False,1,440,440,False,False,False,0.0,0.622282184274142,96.73846143252327,9.105543471088913,False,False,False,False,,0,0,0,0,0,12.444939557640595,,0.19152646137968937,0.371067792060785,0,72ebd53c32e35c71812415058ccce50d5dd0010f95601f3681bd53261a88307c,5d1ea3d60bb05d4a9c3ef6d515d9ee2dbfffb15649b34b7f21497130c48dbd45
7,48607,leader1_only,belief_active,leader1_only__belief_active,True,False,1,440,440,True,True,True,1.0,0.3713533491710429,0.5931216171703824,1.4599537934326687,True,False,False,True,70.0000000000003,0,0,0,0,0,9.672424256403641,0.8972242168594156,0.18606486964456403,0.3772297919495031,20,72ebd53c32e35c71812415058ccce50d5dd0010f95601f3681bd53261a88307c,804d4b0b4f5e54854f20dd9db595ebde6dd72e341c13d30617f63b0d46a5527f
7,48607,leader2_only,fixed_s_turn,leader2_only__fixed_s_turn,False,True,1,440,440,True,True,True,0.86,0.701162945445508,0.5351397790983792,5.007887032522732,True,False,False,True,304.0000000000006,0,0,0,0,0,31.486721991397427,1.0622187881633303,0.17667570257683052,0.29705987498164177,0,72ebd53c32e35c71812415058ccce50d5dd0010f95601f3681bd53261a88307c,57a965cf5ba1e2135a4c160b9f8072139bd36d8f7f44e9e8b74ac6cad696a35d
7,48607,leader2_only,belief_active,leader2_only__belief_active,False,True,1,440,440,True,True,True,1.0,0.8181747861945857,0.5297579234562616,3.7540380710083032,True,False,False,True,93.99999999999893,0,0,0,0,0,39.060708469369814,1.5907783240097744,0.26186838880163743,0.5919594579609111,32,72ebd53c32e35c71812415058ccce50d5dd0010f95601f3681bd53261a88307c,b2ffd3abdd5e317fc729045d14820cbee5987449f983dc544a294e373430d731
7,48607,both_leaders,fixed_s_turn,both_leaders__fixed_s_turn,True,True,2,440,880,True,True,True,1.0,0.9056084115434032,1.0344890567516947,1.0787364640800925,True,False,False,True,183.99999999999383,0,0,0,0,0,2.2268250706507704,2.11965338410729,0.1497888186878307,0.9530311250127852,0,72ebd53c32e35c71812415058ccce50d5dd0010f95601f3681bd53261a88307c,3b4c1b5332b862c6f7a20d0c1810f67c42841962d68a7b8162fc73d6c08cae97
7,48607,both_leaders,belief_active,both_leaders__belief_active,True,True,2,440,880,True,True,True,1.0,0.6412407023370318,0.7732413391960896,1.8980778878180473,True,False,False,True,64.00000000000064,0,0,0,0,0,1.8980778878180473,0.7068575619072476,0.17468950772418274,0.6650266249198467,17,72ebd53c32e35c71812415058ccce50d5dd0010f95601f3681bd53261a88307c,6ffcf64c7488bab326fee5324b9f0b63334d791fa04edff4571e87d8dcd3a1d2
8,48608,leader1_only,fixed_s_turn,leader1_only__fixed_s_turn,True,False,1,440,440,False,False,False,0.0,1.3681532712891418,217.5750489859283,34.3157814007887,False,False,False,False,,0,0,0,0,0,49.17862919734295,,0.29748964296720826,0.2853141250088811,0,7b6ac485b7a1caace48c3c2acb7f0f25f0d2db7276b7e01d5e038ba0d8063745,72b0098810c5faa3c71f6ded0b959a54f995328dfa08877bc68605ee1d218ceb
8,48608,leader1_only,belief_active,leader1_only__belief_active,True,False,1,440,440,True,True,True,1.0,0.8529326088129003,0.8082268493037202,4.461752515214517,True,False,False,True,123.99999999999723,0,0,0,0,0,49.17862919734295,3.177603440399239,0.27724351059769287,0.44166733301244676,47,7b6ac485b7a1caace48c3c2acb7f0f25f0d2db7276b7e01d5e038ba0d8063745,e6a1c2446d4546da767857b5a69d1ebc9bff89e0a1d379fcaaac03d122da635e
8,48608,leader2_only,fixed_s_turn,leader2_only__fixed_s_turn,False,True,1,440,440,False,False,False,0.0,3.784755084197162,217.5750489859283,41.17081944657127,False,False,False,False,,0,0,0,0,0,64.46137883945809,,0.29748964296720826,0.32528091699350625,0,7b6ac485b7a1caace48c3c2acb7f0f25f0d2db7276b7e01d5e038ba0d8063745,2880cc0c1267eb4d7c4fc19dbcbc4b7a08f0fc3e82223f903bbf05647d910156
